snp_relative_pos,mean_base_A_pred_peak,mean_base_T_pred_peak,mean_base_C_pred_peak,mean_base_G_pred_peak
255,0.44843213953755046,-0.6364123625857206,-0.5927211040198554,0.0
256,-0.6195746032554763,-0.1524274817586431,0.0,-1.2800450762217295
257,-0.9257516256284855,-0.3246556663038795,0.0,-1.4819815918930825
258,0.0,-0.5651662904046175,-1.5729426792215035,-1.390890905977255
259,-1.23150901541035,-0.7332835850150953,0.0,-1.9619156675564495
260,0.0,-0.9096742590960364,0.23441278391493667,-0.45135151571685217
261,0.2929749371293792,-0.2894299666909922,0.8160448451702104,0.0
262,1.0005121170506976,0.0,-0.17172482462256683,0.36500802534932736
263,0.6047957495938933,-0.13112156144042428,0.0,-0.11753803493122103
264,0.8338376975165441,0.5541225262597211,0.0,-0.44124903047211156
265,-0.8663251029288197,0.08723235314126972,0.0,-1.4146423335422986
266,0.0,-0.8404638253510164,-0.941072778544691,-1.4134022945167892
267,-0.28513298590093383,0.07492078459717186,0.0,-1.0690826849165003
268,0.10118528672444169,0.0,-0.7139655075642485,-0.07409296691722361
269,-0.043929549998842334,-0.3499011429658722,-1.5263741011912202,0.0
270,0.16339782667179334,-0.6333291158700206,-1.1043851131130409,0.0
271,-0.3288535874858054,0.16272252911382287,-0.08703529193141517,0.0
272,0.1869968556430069,-0.43611856752224015,-0.4596597372380748,0.0
273,0.0,-0.18982306988951775,-0.5449840003743742,-0.7261120595934524
274,0.4533143781813334,-0.8337126980856107,-0.8972390235485825,0.0
275,-0.5986702268708312,0.0,-1.6228952042559086,-0.31476921075418096
276,0.31826709202032866,-0.8974819684911017,-0.6469601111276932,0.0
277,0.0,-1.472356434450837,-2.5499548233722735,-1.8284045728117102
278,-0.21706396255517563,-3.150502300591543,-1.0755592671184604,0.0
279,-0.7147752870078051,-2.1864188936873394,0.0,-1.5383489533251986
280,-1.4310757721582414,0.10581006481984666,0.0,-2.245083243959982
281,0.0,-0.8915667641579632,-1.7405445207099004,-1.3978299968926478
282,-0.2472378803408681,0.9391251801082792,0.49748679883866437,0.0
283,0.5760692073579797,-1.7331836697440244,-1.7153892459000362,0.0
284,-1.0771955302490177,0.0,-1.4737982733116983,-0.5693178249849846
285,0.4227947460489123,-0.8579996420730427,-0.5272341109865211,0.0
286,0.4150161849256266,-0.7691864923602786,0.0,0.47329640564603953
287,-1.5567635039587924,-0.4325100262664769,0.0,-1.6924484714494155
288,-2.7114040217590976,-1.6413556000028755,0.0,-3.9528243263755125
289,-1.2666681362886878,-0.15694986524280113,0.0,-1.170127950487451
290,0.4789600047791821,-0.21140741657721013,0.0,-0.7245535565724724
291,0.0,-0.8538514072306677,-0.9893807597432858,-1.2210316341836724
292,0.1386079057452944,0.9895104640415087,0.2150907614892252,0.0
293,1.2270152161637775,1.2215482783580054,2.5030496535381546,0.0
294,1.4650007077869864,0.07373329771535389,0.0,1.3582239354561039
295,0.0,0.6591897685823701,0.05805381742907203,-0.6920617874128749
296,1.2220384232331236,1.0663802647976561,0.5488709325970884,0.0
297,0.0,-0.5191361636479038,-0.8946902587469983,0.306732028526719
298,0.3889844134234946,0.19686234119587276,0.8075425647769865,0.0
299,1.0228525961679746,0.5566173722732412,1.2870813429714207,0.0
300,1.9096983638607432,0.9792255998100051,0.0,0.7057031166412835
301,-0.12818538315025163,0.2696870092161689,0.0,-0.8234764110104114
302,1.219432069710584,2.069940294976484,0.7344966730536664,0.0
303,-0.8105723410882113,-0.15639568090047132,0.0,-1.5714975887957052
304,0.0,-0.44152600700689426,-1.014123951986493,-0.6318491001934494
305,0.0,-0.08377888076462985,-0.6007695788391006,-0.5512043532451393
306,0.05614897289376257,-0.009978018572292238,-0.8453867580943886,0.0
307,0.0,-1.0532537017627772,-1.137964498290501,0.24175820922149063
308,-0.3520673021118863,-0.9340325203130246,0.7025035821809643,0.0
309,-0.17332964241653928,-0.3295141183611601,0.0,0.06892631631902638
310,-0.8064930520599928,-0.6467934845804836,0.0,-1.2584311817731473
311,0.0,-1.588520367154766,-2.6248878359005294,-1.103098649609279
312,-0.33595609504300056,-0.7757032907174258,-0.825083119399809,0.0
313,-0.6065125700067721,-1.597134634392279,-1.715658033825034,0.0
314,0.0,-4.578247408139858,-3.1173419654706254,-0.9789176537213169
315,-0.8839811384704821,-0.9053069665896608,-1.3911180122989355,0.0
316,0.0,-3.139937685620604,-3.4068933140340167,-0.8421234731610346
317,-1.3700864246145141,-1.4263392323794497,-0.5543270677787654,0.0
318,0.05255992522417766,-3.1438276920028527,-3.267709365061334,0.0
319,-0.43384873103947674,-2.200207471487196,-1.1907056416143698,0.0
320,-3.455798435279565,0.8788417338905792,-4.48017654421554,0.0
321,-2.4535840298736993,0.0,-3.744938851375049,-6.175111023810499
322,-5.290363254622603,-2.7875430596368136,0.0,-7.1462919512029455
323,-3.1646272727613733,0.0,-0.23312824573623364,-5.2206738134603565
324,2.2445618444071314,1.6442355376539863,0.0,2.9360309036634185
325,1.8008253171708135,0.7709813844148689,0.0,1.719388420533041
